Date,y,x1,x2,x3
2004-01-01,50.84046893849867,427.59579943231626,55.337903842869835,900.3252905688868
2004-02-01,52.87153819586845,434.06216302818257,54.9591550811958,900.7758880045851
2004-03-01,53.76931615226924,453.26428356803103,56.47063259115541,899.5100578168843
2004-04-01,57.672973318231236,459.3675226087528,56.704232721988255,903.5248342118164
2004-05-01,57.182051351201615,462.3543555031088,61.55790651587833,905.0717617894854
2004-06-01,58.00699923433709,477.7489087392034,60.8114698568749,903.3305563059138
2004-07-01,58.76818463921445,479.5464221010973,60.92600102492992,905.9333058090426
2004-08-01,57.5519341613676,484.7853861862231,60.83279650366802,903.3040122672221
2004-09-01,58.90009663878842,499.87066693279496,59.514261360988655,909.1112133503145
2004-10-01,59.25528692964257,489.27324830522906,58.87217337689611,907.9161492351608
2004-11-01,57.81564035466459,490.52638526219516,59.12499054998058,912.6597933349151
2004-12-01,57.176295180720324,476.1125430075858,60.831601391852644,909.1631761582497
2005-01-01,56.002725165224405,465.8948671002458,58.39457343870482,913.2490704841805
2005-02-01,53.39644008784033,464.96385749790494,60.59415516949722,911.4327206963914
2005-03-01,54.62855923240974,469.1515083049681,60.62582867107801,912.0419761696808
2005-04-01,54.23324414179852,458.116856878793,60.85125651210466,910.4427359732389
2005-05-01,57.51243180171527,473.2700222084227,61.510149065984244,908.1752644496295
2005-06-01,55.8752508189838,471.16660291142756,61.5141534262371,910.0584706647162
2005-07-01,59.050159023069256,469.42286422965327,62.781650300756894,906.9467210172406
2005-08-01,55.116082134188275,469.49160572222104,63.430688791491235,908.3773065165299
2005-09-01,55.94588726360179,472.194143691103,62.40222251522232,909.420329656047
2005-10-01,51.33284218181575,448.11666261320823,63.46518331234934,911.0621625215045
2005-11-01,50.655587130590085,437.60814951561656,64.09755758615131,910.9619634643304
2005-12-01,51.8138035516853,445.71046035008777,63.143129591535434,911.2522186279002
2006-01-01,44.973909382714155,438.1136904772282,64.7906156217676,911.5526255028801
2006-02-01,45.01011364333009,423.46046976890557,65.05940959456738,912.5853628939325
2006-03-01,47.77978002014063,423.72552816644077,67.28812731186513,908.1219376434924
2006-04-01,43.12139151710893,417.60607819086295,69.11731686526556,908.5685082123374
2006-05-01,49.93434039079329,427.3487102507109,69.27832150044473,906.9040171695123
2006-06-01,46.881558407004285,423.6040723241376,68.94694391053102,906.7702892398333
2006-07-01,46.49092811665721,412.97796120028755,67.95942340469351,906.6869975493925
2006-08-01,47.528115172151125,414.5065555896638,66.918234454382,909.5460859397829
2006-09-01,47.93923367408979,422.84551174621635,64.77209299981817,909.3324212694179
2006-10-01,46.403730919013476,415.8957819225883,65.34303957607338,911.2085712920452
2006-11-01,50.550707737701565,422.2145552223621,64.39402177318122,914.3078332568488
2006-12-01,48.85724311064653,417.45651315666504,62.96992920421255,913.6829595696878
2007-01-01,48.254157270446825,413.92724276765676,64.37347580355055,910.4200270630917
2007-02-01,47.76500633109917,410.8426485921697,64.56580082749265,911.4662092399916
2007-03-01,46.39443257696469,405.6163214123296,62.56791512097925,911.5490227307565
2007-04-01,44.21297638067377,399.38866203746284,62.10977545498354,910.8043951409483
2007-05-01,41.846054554344114,377.32793360667375,61.40065602527086,911.0965148051862
2007-06-01,40.556046764219744,377.82331953772376,61.330706279034054,909.8571564505318
2007-07-01,41.658948832274895,390.76386052356327,59.97358703328557,910.4851565449505
2007-08-01,39.39692919070563,380.68236192157894,61.32092159698053,914.0414821483922
2007-09-01,43.7420690419781,405.76006303201024,60.62300558546818,917.7307008857122
2007-10-01,43.020168187396834,410.0118560100479,60.071761196354956,918.7194615012579
2007-11-01,47.34054754395867,416.4214791305744,58.05483521658783,921.1242787107622
2007-12-01,48.280066430930646,426.62408636791474,59.095382449000475,918.1977884361221
2008-01-01,49.023206414501374,415.6839941041746,59.14337961798976,918.3943235214285
2008-02-01,52.20407684498937,423.9009568287085,59.074453182570736,920.9288804057533
2008-03-01,49.807008136422525,420.35163579174537,59.001769032622605,921.2435574143813
2008-04-01,50.982467931959775,409.1193138536322,60.01566889040925,921.955040609842
2008-05-01,55.23067698909214,419.1268688485353,59.65246529985044,921.8848336211208
2008-06-01,53.87071683874926,410.2378511718324,60.448264138939386,922.7884914075184
2008-07-01,55.64343985695612,416.0870333496052,59.63938020684375,923.4615171870272
2008-08-01,56.330553988686965,406.36721718678785,57.40271427707836,924.4952528313235
2008-09-01,59.29773171092241,402.11675185284446,54.98003826152262,921.7109292390169
2008-10-01,56.87769551855147,415.84145445747487,53.338476215092925,925.199409343964
2008-11-01,59.454245410395714,414.6497557479515,51.62280267369414,924.4997264293121
2008-12-01,61.77318385867463,414.7865712994234,49.61056850342644,921.7619063039994
2009-01-01,60.44359305385516,411.65408370464786,46.715262706107595,923.885812973561
2009-02-01,58.960480504971216,404.56801519836245,46.673463503575555,920.85777262753
2009-03-01,59.107003114487135,405.1331906634971,45.898821142811606,921.7433689134459
2009-04-01,57.92261105208903,403.9231845806329,45.55991153296511,920.7569027147383
2009-05-01,60.40825229344278,406.0500830692705,46.217773648659794,920.370120497842
2009-06-01,58.40248543640138,410.4623908013933,46.494765215321266,921.597626562688
2009-07-01,60.21872584087403,403.59180808420325,44.46147385359081,918.2660419341142
2009-08-01,60.224217377524525,412.0739224706028,43.591783226484786,923.0967219490973
2009-09-01,60.550782465704394,418.36079861060756,43.49745917550598,917.5925214677919
2009-10-01,59.70118161592414,402.14613239285,41.00790047547574,918.8101550072159
2009-11-01,62.27404896380868,405.15750786300214,42.13794279344687,918.4356729781576
2009-12-01,59.512416503610446,385.6479923211535,40.928797486581935,921.3378561821067
2010-01-01,61.91996893918061,386.2598692914725,40.73053938170994,921.3526472316814
2010-02-01,62.37455303158646,378.8841573922495,42.39873430038639,919.5726775789138
2010-03-01,62.61867531019759,372.02216413246185,41.90572516212836,917.1951808699974
2010-04-01,70.65136455304498,379.2836662901928,40.583376602729004,920.251237925548
2010-05-01,71.22226818645338,379.80312605318835,42.56505204616329,919.9933986744242
2010-06-01,70.49483588753641,396.6980423012179,41.923752089222035,919.7239812936078
2010-07-01,74.6045834764057,410.6462916763941,40.8665962194684,918.5732786684905
2010-08-01,72.88097878848521,403.20514571237743,42.132964108613905,916.4805618168026
2010-09-01,78.31910551355075,404.3903163697807,43.93999000788307,917.4544855463531
2010-10-01,80.52609780110645,401.81828532687865,43.951797182521034,919.9252868143265
2010-11-01,79.86160720496079,394.84592201163537,45.49684984548314,919.7493777582965
2010-12-01,74.71036016284368,386.9989652754212,46.23110799526942,922.7066753533974
2011-01-01,74.19552886979632,385.1562189446038,46.85917104470465,922.8688104365834
2011-02-01,73.25555652004421,376.59570155141466,46.954829588553274,919.7909622899089
2011-03-01,76.37217405497289,391.0376464875417,50.231059070903584,921.6159868944711
2011-04-01,72.88772011429185,394.71862552115147,48.9065777834585,920.6709384994488
2011-05-01,72.0561743646582,387.95565223541496,50.00964733631887,918.4761925667252
2011-06-01,72.74809906058502,394.4459013909692,50.304136959793645,918.6785959039747
2011-07-01,70.01592436085812,389.8518676163093,51.78053142465881,919.802300037615
2011-08-01,71.4441052929577,406.35165441543006,51.63490115181601,919.6878138872943
2011-09-01,77.42666648337851,407.62364236360077,52.55634179961022,918.0374374911001
2011-10-01,76.96546558516707,415.99524313398547,52.661482519838124,917.584522943583
2011-11-01,76.12656701769126,414.2663758904169,53.357724209965724,918.1643689117038
2011-12-01,75.7993283966721,403.62322670991614,55.95828926733188,921.1090117638126
2012-01-01,73.0913878796593,413.1834320657049,56.47673134321954,920.7075075276625
2012-02-01,71.70824645619484,408.48577019025885,56.16933445351699,920.2222152435636
2012-03-01,71.69508135025352,409.7391262567343,57.83036312164522,922.0298648234807
2012-04-01,75.98721545664404,414.3300181426184,56.19643604168665,922.4898146591006
2012-05-01,72.9941560563697,404.2878401935207,56.616728961329066,922.4142970506011
2012-06-01,76.85167801107944,417.21594726514917,56.10837015290199,920.714245821971
2012-07-01,75.56923228169505,397.1418569385422,55.87133596296551,917.4576144060159
2012-08-01,70.42391542437448,386.7060947097141,55.67346324262283,922.3673219949251
2012-09-01,72.76619374868828,383.2791058476791,55.295542188930376,918.9174607582041
2012-10-01,77.08770640281074,406.0113854651345,54.2366878986838,921.6260412713495
2012-11-01,74.80848044462576,402.6311109579994,54.75201719857654,922.6887006307361
2012-12-01,75.7956797884659,408.8242517476492,53.543068351877146,921.2939056973445
2013-01-01,80.85849347157716,418.40835065535776,55.87950082458205,922.5488176836661
2013-02-01,75.48489668040155,399.65029479706226,54.296789087509175,922.0338878826161
2013-03-01,73.25540632466563,398.02993416845106,54.51967173882976,921.8081064389374
2013-04-01,73.03485535761642,389.0063293866159,54.92959427553682,920.8599526313756
2013-05-01,74.7376748355499,390.3263949581125,53.2075294537071,918.4855010552004
2013-06-01,74.91753906009777,385.0887033547624,54.02795175144612,914.6842211838559
2013-07-01,73.92292205867294,369.7329721895079,53.224162957636146,914.7333782350847
2013-08-01,72.603642883411,353.11401260254263,52.06821661603084,918.0976392751872
2013-09-01,72.93767317525769,353.0056944075848,52.215989324190744,917.2762548352242
2013-10-01,75.53998895648344,358.9141517290807,51.91325343068203,916.6117202162507
2013-11-01,75.66998910877086,352.3552376111654,52.788295391876154,917.94828708213
2013-12-01,78.50772728247512,367.6002634796134,52.97807829563978,922.261586996072
2014-01-01,74.81563039737574,357.3179029639657,55.646518696878076,919.2578513278725
2014-02-01,80.37404327905884,367.7803697477071,55.64678504189863,915.4427254542659
2014-03-01,76.20458908055011,358.60533848475524,57.18941342988691,916.5569968897703
2014-04-01,77.05114704126368,361.5589062328167,56.96459985443509,916.0745586195757
2014-05-01,76.79887962899795,360.0957272961389,57.71081744829492,914.7471901216925
2014-06-01,74.67844786931717,347.89933526164646,58.96814843930753,918.2436681804147
2014-07-01,73.22397334463155,355.37634785247116,57.90437010847106,916.7998423385206
2014-08-01,73.3998608939136,343.19638221015583,57.11003173373137,914.5973380068245
2014-09-01,73.38507210884507,336.79125682874826,57.52123893712915,916.3376664527161
2014-10-01,75.0547815160445,347.5682318250312,56.43003325677543,918.5880415694094
2014-11-01,74.29663463430187,359.9254239036571,55.99163196139798,915.517995608688
2014-12-01,78.06067952340283,376.159536425599,54.536754484467714,918.3292622177015
2015-01-01,79.4131906744671,371.5406807475854,55.87239623826138,917.5504489688794
2015-02-01,79.29338551116948,383.54841834404544,54.50214072981547,920.0511034237171
2015-03-01,85.83942017617154,398.0779984869482,53.03223608567813,920.0114767377428
2015-04-01,88.35541781818249,391.5247652020484,53.41041131253535,924.1971228034846
2015-05-01,90.55393406824626,393.168307838578,54.42585654411092,926.8897181129565
2015-06-01,86.64225075745124,388.22213854178614,55.51361920045804,923.3581769038865
2015-07-01,85.20632410685626,390.1983163039765,54.169149863280346,924.1658676640171
2015-08-01,85.3178402137432,390.53083256792746,54.4679422038277,924.0812641307517
2015-09-01,86.54371982962647,387.5894280427969,54.14128077859672,924.2493613347002
2015-10-01,81.76833474635227,377.88612116854904,55.852176269127895,926.2705298209604
2015-11-01,85.04493287447663,385.7070445017165,56.81725616041938,923.9506501781615
2015-12-01,84.93648347771682,381.3125363175529,57.71285626979398,927.4076980248205
2016-01-01,84.62783579886309,374.68457821347897,55.189266101196026,925.6811084814391
2016-02-01,86.92139922845105,380.3809746731586,55.8693350229047,925.2043200495854
2016-03-01,81.13535863116725,376.57985087374897,56.98323141232732,924.4425049360905
2016-04-01,78.15418053723519,363.1425555431527,56.373406364077844,923.4358825797754
2016-05-01,73.48433245501231,344.2480556227618,57.09154009763104,930.3757888951671
2016-06-01,71.48682726420343,356.233177915985,57.05573732155484,928.5081908540914
2016-07-01,72.080897764219,361.44385090423253,57.426559297511,931.6557815519826
2016-08-01,74.88175641748231,365.35790692906625,57.154610734960286,930.7445191713492
2016-09-01,71.63405209765155,349.328659615534,56.59921892810104,933.6684088929314
