Date,y
2004-01-01,69.09183150203049
2004-02-01,68.28139753551376
2004-03-01,59.419663350246665
2004-04-01,60.921257017485196
2004-05-01,57.00821778608529
2004-06-01,61.11768236052975
2004-07-01,59.5313246075592
2004-08-01,60.75396608817745
2004-09-01,58.823731312325194
2004-10-01,60.50963483436207
2004-11-01,56.702744497638626
2004-12-01,64.08667616718841
2005-01-01,60.849267518142724
2005-02-01,62.557060057751336
2005-03-01,63.60503411278884
2005-04-01,63.284357969865084
2005-05-01,65.39828978616345
2005-06-01,61.523804327369554
2005-07-01,64.1842650030503
2005-08-01,63.8747180976995
2005-09-01,65.76353299953193
2005-10-01,63.40004226949662
2005-11-01,63.32907890276174
2005-12-01,62.33427264654024
2006-01-01,61.214794350491886
2006-02-01,62.664744838009625
2006-03-01,63.23537764563709
2006-04-01,64.41217055015888
2006-05-01,62.024077887477105
2006-06-01,55.30123537372218
2006-07-01,62.64910556879127
2006-08-01,58.284682726945526
2006-09-01,54.60361150612404
2006-10-01,55.59112233923254
2006-11-01,57.42728752106349
2006-12-01,55.42493665802685
2007-01-01,61.65273813583898
2007-02-01,61.549605897106694
2007-03-01,60.883654712875554
2007-04-01,56.84597406512687
2007-05-01,53.25785775344645
2007-06-01,54.50249474666763
2007-07-01,55.32920155566251
2007-08-01,51.96675382620407
2007-09-01,47.2942487529759
2007-10-01,49.18103128277995
2007-11-01,51.84821186462791
2007-12-01,51.099661230566774
2008-01-01,48.06992683894224
2008-02-01,54.94471284906344
2008-03-01,48.2477540331203
2008-04-01,44.755078107881175
2008-05-01,47.03216754155616
2008-06-01,40.59527235547288
2008-07-01,45.00151612750074
2008-08-01,45.54048452836408
2008-09-01,40.0
2008-10-01,40.154010523106805
2008-11-01,49.0956695828676
2008-12-01,51.93651887052013
2009-01-01,52.80312306645519
2009-02-01,56.63297405431626
2009-03-01,51.85407844417499
2009-04-01,51.557023042296436
2009-05-01,47.79635291370788
2009-06-01,50.45278932718442
2009-07-01,48.71018053868048
2009-08-01,45.01287748114515
2009-09-01,49.58076358708266
2009-10-01,46.908806481982104
2009-11-01,50.08921518046765
2009-12-01,55.33562606001895
2010-01-01,54.648711687064086
2010-02-01,55.42957403278214
2010-03-01,57.888054517530065
2010-04-01,53.27863348343092
2010-05-01,57.92759244173383
2010-06-01,58.100001475520074
2010-07-01,56.88685160179917
2010-08-01,58.82411243698333
2010-09-01,52.05154960765732
2010-10-01,55.26530107732101
2010-11-01,60.72057892458427
2010-12-01,64.31794984791388
2011-01-01,65.53423441344154
2011-02-01,69.2834245173656
2011-03-01,70.93385511672795
2011-04-01,66.69472913469164
2011-05-01,66.66679477360282
2011-06-01,67.02934022783845
2011-07-01,68.69770925637428
2011-08-01,64.53878173527366
2011-09-01,56.91339729353871
2011-10-01,61.972740209932326
2011-11-01,69.76840657943944
2011-12-01,67.57440367129425
2012-01-01,66.52777585500509
2012-02-01,73.62390433330773
2012-03-01,69.3944068289282
2012-04-01,67.44474002636181
2012-05-01,67.31611710055722
2012-06-01,69.50203160149914
2012-07-01,65.94460224966716
2012-08-01,64.12141762483485
2012-09-01,59.94225371394374
2012-10-01,64.63552432315828
2012-11-01,62.40206164132579
2012-12-01,62.86366911125946
2013-01-01,70.57865150299372
2013-02-01,75.25909457108556
2013-03-01,65.67857177195253
2013-04-01,67.05476699164004
2013-05-01,67.98354719602789
2013-06-01,67.66196222075082
2013-07-01,63.266739687795685
2013-08-01,67.04324478029274
2013-09-01,57.65940435538923
2013-10-01,57.64108313973913
2013-11-01,60.972365155666154
2013-12-01,62.366870661383885
2014-01-01,62.3682312744487
2014-02-01,70.00581714125374
2014-03-01,72.63594496660227
2014-04-01,66.53164922894503
2014-05-01,65.19891921675952
2014-06-01,69.00362356378861
2014-07-01,67.23084446439881
2014-08-01,64.8842665282324
2014-09-01,61.43606968459949
2014-10-01,66.36405931337002
2014-11-01,64.75692299880946
2014-12-01,65.08382471714341
2015-01-01,66.07701771945132
2015-02-01,70.02445408345196
2015-03-01,65.12900758854518
2015-04-01,67.76099627312419
2015-05-01,67.27667819967027
2015-06-01,66.19932160016666
2015-07-01,67.37401688988919
2015-08-01,70.30142192614316
2015-09-01,66.86845152548341
2015-10-01,65.85843715602012
2015-11-01,70.43084463258698
2015-12-01,71.86426960727721
2016-01-01,66.43755551817445
2016-02-01,65.59760231318488
2016-03-01,64.86115610380715
2016-04-01,61.247916722881754
2016-05-01,61.210545927287995
2016-06-01,55.297528586449474
2016-07-01,60.176775692975255
2016-08-01,61.326215703675516
2016-09-01,58.46151977780718
2016-10-01,59.450014683351654
2016-11-01,61.08402325562871
2016-12-01,61.901573709833265
2017-01-01,65.8270253795344
2017-02-01,58.67537044619364
2017-03-01,63.78591473049279
2017-04-01,60.55222974509809
2017-05-01,58.346949950146694
2017-06-01,61.824366343161216
2017-07-01,65.503516219801
2017-08-01,68.72257772075025
2017-09-01,67.22467341886521
2017-10-01,67.25825386073865
2017-11-01,66.71423041567286
2017-12-01,69.7091993913079
2018-01-01,67.24266490857428
2018-02-01,64.92067805539605
2018-03-01,70.84953936458797
2018-04-01,70.02264083796317
2018-05-01,67.48297086833313
2018-06-01,70.10953044962537
2018-07-01,73.7074493319275
2018-08-01,68.00589063421486
2018-09-01,66.12180275025486
2018-10-01,71.13122385668606
2018-11-01,66.11917622089356
2018-12-01,65.65251822928228
2019-01-01,62.34104796312488
2019-02-01,64.47453586004524
2019-03-01,67.34786746903069
2019-04-01,65.35831590383793
2019-05-01,67.1079603588249
2019-06-01,69.49960820356924
2019-07-01,68.88614423722683
2019-08-01,67.38462623470151
2019-09-01,63.23405662446184
2019-10-01,65.16690644981063
2019-11-01,68.13317599650932
2019-12-01,67.87219974484648
2020-01-01,74.72616945523302
2020-02-01,72.23843179792041
2020-03-01,77.90162855474952
2020-04-01,79.98025220033506
2020-05-01,72.87931445009283
2020-06-01,77.49966687098878
2020-07-01,75.77869291320675
2020-08-01,73.21153306074876
2020-09-01,77.3475408794175
2020-10-01,80.29052280241292
2020-11-01,79.934628663458
2020-12-01,82.3930526426879
2021-01-01,82.15140145836051
2021-02-01,79.42384778184046
2021-03-01,82.21759477843884
2021-04-01,75.73528272881107
2021-05-01,78.02211638930812
2021-06-01,77.75760479778725
2021-07-01,83.53955618530073
2021-08-01,79.73160745036303
2021-09-01,75.13653822514837
2021-10-01,82.5607984245017
2021-11-01,80.33944911810141
2021-12-01,83.7795884328669
2022-01-01,86.20238835134371
2022-02-01,87.95071719922328
2022-03-01,90.0
2022-04-01,86.00070643760034
2022-05-01,80.71640374177971
2022-06-01,73.66167338765581
2022-07-01,77.77241699342586
2022-08-01,77.14885799979966
2022-09-01,77.34934818368589
2022-10-01,81.70489934424933
2022-11-01,81.58371740560771
2022-12-01,82.99783813860864
2023-01-01,83.8084161682562
2023-02-01,84.7863899766256
2023-03-01,86.575094554505
2023-04-01,83.92918807371606
2023-05-01,76.61908692844406
2023-06-01,75.86579508377112
2023-07-01,78.41077827340979
2023-08-01,77.40303832256639
2023-09-01,76.49436253484262
2023-10-01,75.86405007625439
2023-11-01,77.24263487529943
2023-12-01,81.82246983793308
