Date,y,x1,x2,x3
01-01-2004,50.84046893849867,427.59579943231626,55.337903842869835,900.3252905688868
01-02-2004,52.87153819586845,434.06216302818257,54.9591550811958,900.7758880045851
01-03-2004,53.76931615226924,453.26428356803103,56.47063259115541,899.5100578168843
01-04-2004,57.672973318231236,459.3675226087528,56.704232721988255,903.5248342118164
01-05-2004,57.182051351201615,462.3543555031088,61.55790651587833,905.0717617894854
01-06-2004,58.00699923433709,477.7489087392034,60.8114698568749,903.3305563059138
01-07-2004,58.76818463921445,479.5464221010973,60.92600102492992,905.9333058090426
01-08-2004,57.5519341613676,484.7853861862231,60.83279650366802,903.3040122672221
01-09-2004,58.90009663878842,499.87066693279496,59.514261360988655,909.1112133503145
01-10-2004,59.25528692964257,489.27324830522906,58.87217337689611,907.9161492351608
01-11-2004,57.81564035466459,490.52638526219516,59.12499054998058,912.6597933349151
01-12-2004,57.176295180720324,476.1125430075858,60.831601391852644,909.1631761582497
01-01-2005,56.002725165224405,465.8948671002458,58.39457343870482,913.2490704841805
01-02-2005,53.39644008784033,464.96385749790494,60.59415516949722,911.4327206963914
01-03-2005,54.62855923240974,469.1515083049681,60.62582867107801,912.0419761696808
01-04-2005,54.23324414179852,458.116856878793,60.85125651210466,910.4427359732389
01-05-2005,57.51243180171527,473.2700222084227,61.510149065984244,908.1752644496295
01-06-2005,55.8752508189838,471.16660291142756,61.5141534262371,910.0584706647162
01-07-2005,59.050159023069256,469.42286422965327,62.781650300756894,906.9467210172406
01-08-2005,55.116082134188275,469.49160572222104,63.430688791491235,908.3773065165299
01-09-2005,55.94588726360179,472.194143691103,62.40222251522232,909.420329656047
01-10-2005,51.33284218181575,448.11666261320823,63.46518331234934,911.0621625215045
01-11-2005,50.655587130590085,437.60814951561656,64.09755758615131,910.9619634643304
01-12-2005,51.8138035516853,445.71046035008777,63.143129591535434,911.2522186279002
01-01-2006,44.973909382714155,438.1136904772282,64.7906156217676,911.5526255028801
01-02-2006,45.01011364333009,423.46046976890557,65.05940959456738,912.5853628939325
